q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",10.0,10.758962069985628,0.6363407798790526,2.0196654392721647,0.526704884212717
"(4.0, 8.0)",10.0,132.01611086345324,2.7606774619626857,2.228983717178148,1.669622727449728
"(10.087, 12.859)",10.0,145.5833683265518,3.274135420859004,2.4530718134791436,2.695718055437533
"(14.349, 18.993)",10.0,136.23908940593637,4.299776017058598,2.5088400972248777,3.4108748281393133
