frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.5824810862541199,5.289618968963623,-105.00382232666016,0.38796061277389526,5.27895450592041,0.004333212971687317
