frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.890937089920044,-0.0018842128338292241,0.01464806217700243,0.96442711353302,3.29703688621521,0.0015656790928915143,0.038133297115564346
