mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279281139373779,0.002766780089586973,1.812206506729126,12.11294174194336
