frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.7996847033500671,-0.21329598128795624,-0.1617080569267273,0.004355182871222496,0.036267515271902084
