q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",5.0,2.5241783945305385,0.4311221458491594,1.937448116154491,0.41556155900064673
"(4.0, 8.0)",5.0,62.89952368997546,2.3475612169389333,2.0027313113078935,1.4821342313578445
"(10.087, 12.052)",5.0,39.685150418040166,2.215265701325718,2.127430360430855,1.3789436119434781
"(14.349, 18.993)",5.0,94.12312685810693,2.982983502492086,1.8066534071020477,2.3325189979599164
