frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.62281334400177,-0.0029152892529964447,0.009277674369513988,0.7694698572158813,2.3581106662750244,-0.006821500137448311,0.017491711303591728
