frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
3568933.6090347366,5.296926272891414,-5594.284738885295,-4876.630924002615,3568938.5950730345,3568933.3241950767
