frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9364178776741028,-0.0004718195414170623,0.008400781080126762,0.7819293737411499,129.91944885253906,0.0033503053709864616,0.00014302681665867567
