frac_mu_deltaE_scf_poly_gauss,coeff0_mu_deltaE_scf_poly,coeff1_mu_deltaE_scf_poly,mu_mu_deltaE_scf_gauss,sigma_mu_deltaE_scf_gauss
-32.857994079589844,-1.2259453535079956,3.0,-0.0596257783472538,0.0022751777432858944
