frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.7816826122098278,5.2849117762119215,-126.29949784812979,-0.0077256698537302,5.202320144730406,1.5273889519814141
