mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279592514038086,0.0028322311118245125,4.35321569442749,12.161598205566406
