frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9568845629692078,-0.00020065951684955508,0.00916072353720665,1.9761707782745361,0.9745770692825317,0.005884869024157524,0.031126394867897034
