mu_mu_Mbc_signal_cb,sigma_mu_Mbc_signal_cb,alpha_mu_Mbc_signal_cb,n_mu_Mbc_signal_cb
5.279694557189941,0.002594479126855731,2.0172362327575684,94.15383911132812
