frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.8845497369766235,-0.4134853780269623,-0.007010779343545437,5.772663644165732e-05,0.009470288641750813
