frac_ele_Mbc_bkg_bkg_argus_gauss,m_ele_Mbc_bkg_bkg_argus,c_ele_Mbc_bkg_bkg_argus,p_ele_Mbc_bkg_bkg_argus,mu_ele_Mbc_bkg_bkg_gauss,sigma_ele_Mbc_bkg_bkg_gauss
0.5556340217590332,5.2892231941223145,-115.92488861083984,0.5884210467338562,5.279559135437012,0.0030048908665776253
