frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.9148638844490051,-0.29639503359794617,-0.22353531420230865,0.004055083729326725,0.017695076763629913
