frac_ele_Mbc_bkg_argus_gauss,m_ele_Mbc_bkg_argus,c_ele_Mbc_bkg_argus,p_ele_Mbc_bkg_argus,mu_ele_Mbc_bkg_gauss,sigma_ele_Mbc_bkg_gauss
0.7624654173851013,5.289215087890625,-111.58684539794922,0.5664563179016113,5.27908992767334,0.003683515591546893
