frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9524555206298828,-0.0031683838460594416,0.011138508096337318,0.753409743309021,2.604870557785034,0.006175419315695763,0.05241193622350693
