frac_mu_deltaE_scf_poly_gauss,coeff0_mu_deltaE_scf_poly,coeff1_mu_deltaE_scf_poly,mu_mu_deltaE_scf_gauss,sigma_mu_deltaE_scf_gauss
0.7580356597900391,-0.29098379611968994,-0.233890101313591,0.007709011901170015,0.025137130171060562
