frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.6307573914527893,5.288639068603516,-165.31959533691406,0.3764450252056122,5.278142929077148,0.005029638297855854
