frac_ele_deltaE_bkg_poly_gauss,coeff0_ele_deltaE_bkg_poly,coeff1_ele_deltaE_bkg_poly,mu_ele_deltaE_bkg_gauss,sigma_ele_deltaE_bkg_gauss
0.896355390548706,-0.3388405442237854,0.025685787200927734,-0.004801228176802397,0.015290786512196064
