frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.8137017488479614,5.289636135101318,-115.98664855957031,0.5411142110824585,5.2799272537231445,0.0034905648790299892
