frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.07351917028427124,0.13926884531974792,1.6142022609710693,-0.015327404253184795,0.07251252979040146
