frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.7693979949783368,5.285214597075629,-264.7182896748945,0.4459672802115536,5.487796410267482,0.03813566511105575
