frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.9301844835281372,-0.37879830598831177,-0.0039037056267261505,-0.002482979791238904,0.009363553486764431
