frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9482854008674622,-0.004010974429547787,0.012317505665123463,0.8269102573394775,2.5295181274414062,-0.01933789812028408,0.060152579098939896
