mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279350757598877,0.0026714263949543238,2.319493055343628,3.724727153778076
