frac_mu_deltaE_scf_poly_gauss,coeff0_mu_deltaE_scf_poly,coeff1_mu_deltaE_scf_poly,mu_mu_deltaE_scf_gauss,sigma_mu_deltaE_scf_gauss
0.0033173332922160625,-0.5946704149246216,2.944187879562378,0.0018634916050359607,0.05659791827201843
