frac_ele_Mbc_bkg_argus_gauss,m_ele_Mbc_bkg_argus,c_ele_Mbc_bkg_argus,p_ele_Mbc_bkg_argus,mu_ele_Mbc_bkg_gauss,sigma_ele_Mbc_bkg_gauss
0.7760194540023804,5.288910865783691,-102.08918762207031,0.5014054775238037,5.2795329093933105,0.003824156243354082
