frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.8290080428123474,-0.3678838908672333,-0.036047857254743576,-0.0041312300600111485,0.013706819154322147
