frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9976440072059631,-0.002452052431181073,0.011656724847853184,0.8115532398223877,2.5407230854034424,0.09422913938760757,0.0001452170399716124
