frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9587451815605164,-0.0001262054283870384,0.008988073095679283,1.7010709047317505,1.4543598890304565,0.011573650874197483,0.024286730214953423
