frac_mu_deltaE_scf_poly_gauss,coeff0_mu_deltaE_scf_poly,coeff1_mu_deltaE_scf_poly,mu_mu_deltaE_scf_gauss,sigma_mu_deltaE_scf_gauss
0.8849181532859802,0.02442537061870098,-0.1565784215927124,-0.00827111303806305,0.02135809324681759
