frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.9820107817649841,-0.13685722649097443,-0.21434816718101501,-0.02179667539894581,0.0015390603803098202
