mu_mu_Mbc_signal_cb,sigma_mu_Mbc_signal_cb,alpha_mu_Mbc_signal_cb,n_mu_Mbc_signal_cb
5.279629685158331,0.002574488732662146,2.1945402796857625,161.48879998272443
