frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9084231853485107,-0.007174984086304903,0.018856944516301155,0.6560446619987488,127.48668670654297,-0.06657683104276657,0.09685760736465454
