frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9862254858016968,-2.898926322814077e-05,0.010080245323479176,1.422566294670105,2.3131186962127686,0.0347687192261219,0.09632043540477753
