frac_ele_Mbc_Bmeson_bkg_argus_gauss,m_ele_Mbc_Bmeson_bkg_argus,c_ele_Mbc_Bmeson_bkg_argus,p_ele_Mbc_Bmeson_bkg_argus,mu_ele_Mbc_Bmeson_bkg_gauss,sigma_ele_Mbc_Bmeson_bkg_gauss
0.815623939037323,5.2874531745910645,-75.52003479003906,0.25416919589042664,5.279096603393555,0.003796626580879092
