frac_mu_deltaE_Bmeson_bkg_poly_gauss,coeff0_mu_deltaE_Bmeson_bkg_poly,coeff1_mu_deltaE_Bmeson_bkg_poly,mu_mu_deltaE_Bmeson_bkg_gauss,sigma_mu_deltaE_Bmeson_bkg_gauss
0.9441742897033691,-0.21379254758358002,0.012698260135948658,-0.0025729425251483917,0.008587763644754887
