mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279673099517822,0.0026606936007738113,1.8403204679489136,17.70937156677246
