frac_mu_deltaE_Continuum_bkg_poly_gauss,coeff0_mu_deltaE_Continuum_bkg_poly,coeff1_mu_deltaE_Continuum_bkg_poly,mu_mu_deltaE_Continuum_bkg_gauss,sigma_mu_deltaE_Continuum_bkg_gauss
0.9767272472381592,0.024894002825021744,-0.08352670818567276,-0.015123439021408558,0.0005332153523340821
