frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.982056200504303,-0.13687920570373535,-0.21401774883270264,-0.02179541438817978,0.0015397837851196527
