frac_mu_Mbc_Continuum_bkg_poly_argus,coeff0_mu_Mbc_Continuum_bkg_poly,coeff1_mu_Mbc_Continuum_bkg_poly,m_mu_Mbc_Continuum_bkg_argus,c_mu_Mbc_Continuum_bkg_argus,p_mu_Mbc_Continuum_bkg_argus
0.42928460240364075,-5.195479869842529,-2.9787251949310303,5.329863548278809,-787.8994140625,14.471068382263184
