frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.393085241317749,-0.027072859928011894,0.03621314465999603,1.4455517530441284,0.7877325415611267,-0.003942969720810652,0.010766514576971531
