frac_ele_deltaE_bkg_poly_gauss,coeff0_ele_deltaE_bkg_poly,coeff1_ele_deltaE_bkg_poly,mu_ele_deltaE_bkg_gauss,sigma_ele_deltaE_bkg_gauss
0.5388132333755493,-1.5806176662445068,-0.35510489344596863,0.23809677362442017,0.16272370517253876
