frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.49564188718795776,-0.0018251538276672363,0.011000213213264942,0.7370970249176025,1.1693073511123657,-0.01467839814722538,0.02894332818686962
