frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.9071478843688965,-0.26911628246307373,0.05689321085810661,-0.008481116034090519,0.03413423150777817
