frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.7043339014053345,-0.0017113586654886603,0.011838450096547604,0.6462138891220093,19.452219009399414,0.0030770390294492245,0.023294761776924133
