mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.27902364730835,0.002863542176783085,2.9710848331451416,1.59070885181427
